"","Date","State.UnionTerritory","ConfirmedIndianNational","ConfirmedForeignNational","Cured","Deaths","Confirmed"
"614","24-03-2020","Assam","0","0","0","0",0
"714","24-03-2020","Bihar","3","0","0","1",3
"814","24-03-2020","Chandigarh","7","0","0","0",7
"914","24-03-2020","Chhattisgarh","1","0","0","0",1
"1014","24-03-2020","Dadra and Nagar Haveli","0","0","0","0",0
"1114","24-03-2020","Delhi","29","1","6","1",30
"1214","24-03-2020","Goa","0","0","0","0",0
"1314","24-03-2020","Gujarat","32","1","0","1",33
"1414","24-03-2020","Haryana","14","14","11","0",28
"1514","24-03-2020","Himachal Pradesh","3","0","0","1",3
"1614","24-03-2020","Jammu and Kashmir","4","0","0","0",4
"1714","24-03-2020","Jharkhand","0","0","0","0",0
"1814","24-03-2020","Karnataka","37","0","3","1",37
"1914","24-03-2020","Kerala","87","8","4","0",95
"2014","24-03-2020","Lakshadweep","0","0","0","0",0
"2114","24-03-2020","Ladakh","13","0","0","0",13
"2214","24-03-2020","Madhya Pradesh","7","0","0","0",7
"2314","24-03-2020","Maharashtra","86","3","0","2",89
"2414","24-03-2020","Manipur","1","0","0","0",1
"2514","24-03-2020","Meghalaya","0","0","0","0",0
"2614","24-03-2020","Mizoram","0","0","0","0",0
"2714","24-03-2020","Nagaland","0","0","0","0",0
"2814","24-03-2020","Odisha","2","0","0","0",2
"2914","24-03-2020","Puducherry","1","0","0","0",1
"3014","24-03-2020","Punjab","29","0","0","1",29
"3118","24-03-2020","Rajasthan","30","2","3","0",32
"3215","24-03-2020","Sikkim","0","0","0","0",0
"3314","24-03-2020","Tamil Nadu","13","2","1","0",15
"3414","24-03-2020","Telengana","25","10","1","0",35
"3514","24-03-2020","Tripura","0","0","0","0",0
"3614","24-03-2020","Uttarakhand","3","1","0","0",4
"3714","24-03-2020","Uttar Pradesh","32","1","11","0",33
"3814","24-03-2020","West Bengal","9","0","0","1",9
"390","25-03-2020","Andhra Pradesh","9","0","1","0",9
"415","25-03-2020","Andaman and Nicobar Islands","0","0","0","0",0
"515","25-03-2020","Arunachal Pradesh","0","0","0","0",0
"615","25-03-2020","Assam","0","0","0","0",0
"715","25-03-2020","Bihar","4","0","0","1",4
"815","25-03-2020","Chandigarh","7","0","0","0",7
"915","25-03-2020","Chhattisgarh","1","0","0","0",1
"1015","25-03-2020","Dadra and Nagar Haveli","0","0","0","0",0
"1115","25-03-2020","Delhi","30","1","6","1",31
"1215","25-03-2020","Goa","0","0","0","0",0
"1315","25-03-2020","Gujarat","37","1","0","1",38
"1415","25-03-2020","Haryana","14","14","11","0",28
"1515","25-03-2020","Himachal Pradesh","3","0","0","1",3
"1615","25-03-2020","Jammu and Kashmir","7","0","1","0",7
"1715","25-03-2020","Jharkhand","0","0","0","0",0
"1815","25-03-2020","Karnataka","41","0","3","1",41
"1915","25-03-2020","Kerala","101","8","4","0",109
"2015","25-03-2020","Lakshadweep","0","0","0","0",0
"2115","25-03-2020","Ladakh","13","0","0","0",13
"2215","25-03-2020","Madhya Pradesh","14","0","0","0",14
"2315","25-03-2020","Maharashtra","125","3","1","3",128
"2415","25-03-2020","Manipur","1","0","0","0",1
"2515","25-03-2020","Meghalaya","0","0","0","0",0
"2615","25-03-2020","Mizoram","1","0","0","0",1
"2715","25-03-2020","Nagaland","0","0","0","0",0
"2815","25-03-2020","Odisha","2","0","0","0",2
"2915","25-03-2020","Puducherry","1","0","0","0",1
"3015","25-03-2020","Punjab","29","0","0","1",29
"3119","25-03-2020","Rajasthan","34","2","3","0",36
"3216","25-03-2020","Sikkim","0","0","0","0",0
"3315","25-03-2020","Tamil Nadu","16","2","1","0",18
"3415","25-03-2020","Telengana","25","10","1","0",35
"3515","25-03-2020","Tripura","0","0","0","0",0
"3615","25-03-2020","Uttarakhand","3","1","0","0",4
"3715","25-03-2020","Uttar Pradesh","36","1","11","0",37
"3815","25-03-2020","West Bengal","9","0","0","1",9
"391","26-03-2020","Andhra Pradesh","11","0","1","0",11
"416","26-03-2020","Andaman and Nicobar Islands","1","0","0","0",1
"516","26-03-2020","Arunachal Pradesh","0","0","0","0",0
"616","26-03-2020","Assam","0","0","0","0",0
"716","26-03-2020","Bihar","6","0","0","1",6
"816","26-03-2020","Chandigarh","7","0","0","0",7
"916","26-03-2020","Chhattisgarh","6","0","0","0",6
"1016","26-03-2020","Dadra and Nagar Haveli","0","0","0","0",0
"1116","26-03-2020","Delhi","35","1","6","1",36
"1216","26-03-2020","Goa","3","0","0","0",3
"1316","26-03-2020","Gujarat","42","1","0","3",43
"1416","26-03-2020","Haryana","16","14","11","0",30
"1516","26-03-2020","Himachal Pradesh","3","0","0","1",3
"1616","26-03-2020","Jammu and Kashmir","13","0","1","0",13
"1716","26-03-2020","Jharkhand","0","0","0","0",0
"1816","26-03-2020","Karnataka","55","0","3","2",55
"1916","26-03-2020","Kerala","110","8","6","0",118
"2016","26-03-2020","Lakshadweep","0","0","0","0",0
"2116","26-03-2020","Ladakh","13","0","0","0",13
"2216","26-03-2020","Madhya Pradesh","20","0","0","1",20
"2316","26-03-2020","Maharashtra","121","3","1","3",124
"2416","26-03-2020","Manipur","1","0","0","0",1
"2516","26-03-2020","Meghalaya","0","0","0","0",0
"2616","26-03-2020","Mizoram","1","0","0","0",1
"2716","26-03-2020","Nagaland","0","0","0","0",0
"2816","26-03-2020","Odisha","2","0","0","0",2
"2916","26-03-2020","Puducherry","1","0","0","0",1
"3016","26-03-2020","Punjab","33","0","0","1",33
"3120","26-03-2020","Rajasthan","39","2","3","0",41
"3217","26-03-2020","Sikkim","0","0","0","0",0
"3316","26-03-2020","Tamil Nadu","20","6","1","1",26
"3416","26-03-2020","Telengana","34","10","1","0",44
"3516","26-03-2020","Tripura","0","0","0","0",0
"3616","26-03-2020","Uttarakhand","4","1","0","0",5
"3716","26-03-2020","Uttar Pradesh","40","1","11","0",41
"3816","26-03-2020","West Bengal","10","0","0","1",10
"392","27-03-2020","Andhra Pradesh","14","0","1","0",14
"417","27-03-2020","Andaman and Nicobar Islands","2","0","0","0",2
"517","27-03-2020","Arunachal Pradesh","0","0","0","0",0
"617","27-03-2020","Assam","0","0","0","0",0
"717","27-03-2020","Bihar","9","0","0","1",9
"817","27-03-2020","Chandigarh","7","0","0","0",7
"917","27-03-2020","Chhattisgarh","6","0","0","0",6
"1017","27-03-2020","Dadra and Nagar Haveli","0","0","0","0",0
"1117","27-03-2020","Delhi","38","1","6","1",39
"1217","27-03-2020","Goa","3","0","0","0",3
"1317","27-03-2020","Gujarat","44","1","0","3",45
"1417","27-03-2020","Haryana","19","14","11","0",33
"1517","27-03-2020","Himachal Pradesh","3","0","0","1",3
"1617","27-03-2020","Jammu and Kashmir","18","0","1","1",18
"1717","27-03-2020","Jharkhand","0","0","0","0",0
"1817","27-03-2020","Karnataka","55","0","3","2",55
"1917","27-03-2020","Kerala","165","8","11","0",173
"2017","27-03-2020","Lakshadweep","0","0","0","0",0
"2117","27-03-2020","Ladakh","13","0","3","0",13
"2217","27-03-2020","Madhya Pradesh","30","0","0","2",30
"2317","27-03-2020","Maharashtra","177","3","25","5",180
"2417","27-03-2020","Manipur","1","0","0","0",1
"2517","27-03-2020","Meghalaya","0","0","0","0",0
"2617","27-03-2020","Mizoram","1","0","0","0",1
"2717","27-03-2020","Nagaland","0","0","0","0",0
"2817","27-03-2020","Odisha","3","0","0","0",3
"2917","27-03-2020","Puducherry","1","0","0","0",1
"3017","27-03-2020","Punjab","38","0","1","1",38
"3121","27-03-2020","Rajasthan","46","2","3","0",48
"3218","27-03-2020","Sikkim","0","0","0","0",0
"3317","27-03-2020","Tamil Nadu","32","6","2","1",38
"3417","27-03-2020","Telengana","38","10","1","0",48
"3517","27-03-2020","Tripura","0","0","0","0",0
"3617","27-03-2020","Uttarakhand","4","1","0","0",5
"3717","27-03-2020","Uttar Pradesh","44","1","11","0",45
"3817","27-03-2020","West Bengal","15","0","0","1",15
"393","28-03-2020","Andhra Pradesh","14","0","1","0",14
"418","28-03-2020","Andaman and Nicobar Islands","6","0","0","0",6
"518","28-03-2020","Arunachal Pradesh","0","0","0","0",0
"618","28-03-2020","Assam","0","0","0","0",0
"718","28-03-2020","Bihar","9","0","0","1",9
"818","28-03-2020","Chandigarh","8","0","0","0",8
"918","28-03-2020","Chhattisgarh","6","0","0","0",6
"1018","28-03-2020","Dadra and Nagar Haveli","0","0","0","0",0
"1118","28-03-2020","Delhi","38","1","6","1",39
"1218","28-03-2020","Goa","3","0","0","0",3
"1318","28-03-2020","Gujarat","44","1","0","3",45
"1418","28-03-2020","Haryana","19","14","12","0",33
"1518","28-03-2020","Himachal Pradesh","3","0","0","1",3
"1618","28-03-2020","Jammu and Kashmir","20","0","1","1",20
"1718","28-03-2020","Jharkhand","0","0","0","0",0
"1818","28-03-2020","Karnataka","55","0","3","2",55
"1918","28-03-2020","Kerala","168","8","11","0",176
"2018","28-03-2020","Lakshadweep","0","0","0","0",0
"2118","28-03-2020","Ladakh","13","0","3","0",13
"2218","28-03-2020","Madhya Pradesh","30","0","0","2",30
"2318","28-03-2020","Maharashtra","177","3","25","5",180
"2418","28-03-2020","Manipur","1","0","0","0",1
"2518","28-03-2020","Meghalaya","0","0","0","0",0
"2618","28-03-2020","Mizoram","1","0","0","0",1
"2718","28-03-2020","Nagaland","0","0","0","0",0
"2818","28-03-2020","Odisha","3","0","0","0",3
"2918","28-03-2020","Puducherry","1","0","0","0",1
"3018","28-03-2020","Punjab","38","0","1","1",38
"3122","28-03-2020","Rajasthan","52","2","3","0",54
"3219","28-03-2020","Sikkim","0","0","0","0",0
"3318","28-03-2020","Tamil Nadu","34","6","2","1",40
"3418","28-03-2020","Telengana","46","10","1","0",56
"3518","28-03-2020","Tripura","0","0","0","0",0
"3618","28-03-2020","Uttarakhand","4","1","0","0",5
"3718","28-03-2020","Uttar Pradesh","54","1","11","0",55
"3818","28-03-2020","West Bengal","15","0","0","1",15
"394","29-03-2020","Andhra Pradesh","19","0","1","0",19
"419","29-03-2020","Andaman and Nicobar Islands","9","0","0","0",9
"519","29-03-2020","Arunachal Pradesh","0","0","0","0",0
"619","29-03-2020","Assam","0","0","0","0",0
"719","29-03-2020","Bihar","11","0","0","1",11
"819","29-03-2020","Chandigarh","8","0","0","0",8
"919","29-03-2020","Chhattisgarh","7","0","0","0",7
"1019","29-03-2020","Dadra and Nagar Haveli","0","0","0","0",0
"1119","29-03-2020","Delhi","49","0","6","2",49
"1219","29-03-2020","Goa","5","0","0","0",5
"1319","29-03-2020","Gujarat","58","0","1","5",58
"1419","29-03-2020","Haryana","33","0","17","0",33
"1519","29-03-2020","Himachal Pradesh","3","0","0","1",3
"1619","29-03-2020","Jammu and Kashmir","31","0","1","2",31
"1719","29-03-2020","Jharkhand","0","0","0","0",0
"1819","29-03-2020","Karnataka","76","0","5","3",76
"1919","29-03-2020","Kerala","182","0","15","1",182
"2019","29-03-2020","Lakshadweep","0","0","0","0",0
"2119","29-03-2020","Ladakh","13","0","3","0",13
"2219","29-03-2020","Madhya Pradesh","30","0","0","2",30
"2319","29-03-2020","Maharashtra","186","0","25","6",186
"2419","29-03-2020","Manipur","1","0","0","0",1
"2519","29-03-2020","Meghalaya","0","0","0","0",0
"2619","29-03-2020","Mizoram","1","0","0","0",1
"2719","29-03-2020","Nagaland","0","0","0","0",0
"2819","29-03-2020","Odisha","3","0","0","0",3
"2919","29-03-2020","Puducherry","1","0","0","0",1
"3019","29-03-2020","Punjab","38","0","1","1",38
"3123","29-03-2020","Rajasthan","55","0","3","0",55
"3220","29-03-2020","Sikkim","0","0","0","0",0
"3319","29-03-2020","Tamil Nadu","49","0","4","1",49
"3419","29-03-2020","Telengana","66","0","1","1",66
"3519","29-03-2020","Tripura","0","0","0","0",0
"3619","29-03-2020","Uttarakhand","7","0","2","0",7
"3719","29-03-2020","Uttar Pradesh","65","0","11","0",65
"3819","29-03-2020","West Bengal","18","0","0","1",18
"395","30-03-2020","Andhra Pradesh","23","0","1","0",23
"420","30-03-2020","Andaman and Nicobar Islands","9","0","0","0",9
"520","30-03-2020","Arunachal Pradesh","0","0","0","0",0
"620","30-03-2020","Assam","0","0","0","0",0
"720","30-03-2020","Bihar","15","0","0","1",15
"820","30-03-2020","Chandigarh","8","0","0","0",8
"920","30-03-2020","Chhattisgarh","7","0","0","0",7
"1020","30-03-2020","Dadra and Nagar Haveli","0","0","0","0",0
"1120","30-03-2020","Delhi","87","0","6","2",87
"1220","30-03-2020","Goa","5","0","0","0",5
"1320","30-03-2020","Gujarat","69","0","1","6",69
"1420","30-03-2020","Haryana","36","0","18","0",36
"1520","30-03-2020","Himachal Pradesh","3","0","0","1",3
"1620","30-03-2020","Jammu and Kashmir","48","0","2","2",48
"1720","30-03-2020","Jharkhand","0","0","0","0",0
"1820","30-03-2020","Karnataka","83","0","5","3",83
"1920","30-03-2020","Kerala","202","0","19","1",202
"2020","30-03-2020","Lakshadweep","0","0","0","0",0
"2120","30-03-2020","Ladakh","13","0","3","0",13
"2220","30-03-2020","Madhya Pradesh","47","0","0","3",47
"2320","30-03-2020","Maharashtra","198","0","25","8",198
"2420","30-03-2020","Manipur","1","0","0","0",1
"2520","30-03-2020","Meghalaya","0","0","0","0",0
"2620","30-03-2020","Mizoram","1","0","0","0",1
"2720","30-03-2020","Nagaland","0","0","0","0",0
"2820","30-03-2020","Odisha","3","0","0","0",3
"2920","30-03-2020","Puducherry","1","0","0","0",1
"3020","30-03-2020","Punjab","38","0","1","1",38
"3124","30-03-2020","Rajasthan","59","0","3","0",59
"3221","30-03-2020","Sikkim","0","0","0","0",0
"3320","30-03-2020","Tamil Nadu","67","0","4","1",67
"3420","30-03-2020","Telengana","71","0","1","1",71
"3520","30-03-2020","Tripura","0","0","0","0",0
"3620","30-03-2020","Uttarakhand","7","0","2","0",7
"3720","30-03-2020","Uttar Pradesh","82","0","11","0",82
"3820","30-03-2020","West Bengal","22","0","0","2",22
"396","31-03-2020","Andhra Pradesh","40","0","1","0",40
"421","31-03-2020","Andaman and Nicobar Islands","10","0","0","0",10
"521","31-03-2020","Arunachal Pradesh","0","0","0","0",0
"621","31-03-2020","Assam","0","0","0","0",0
"721","31-03-2020","Bihar","15","0","0","1",15
"821","31-03-2020","Chandigarh","13","0","0","0",13
"921","31-03-2020","Chhattisgarh","8","0","0","0",8
"1021","31-03-2020","Dadra and Nagar Haveli","0","0","0","0",0
"1121","31-03-2020","Delhi","97","0","6","2",97
"1221","31-03-2020","Goa","5","0","0","0",5
"1321","31-03-2020","Gujarat","73","0","3","6",73
"1421","31-03-2020","Haryana","40","0","21","0",40
"1521","31-03-2020","Himachal Pradesh","3","0","0","1",3
"1621","31-03-2020","Jammu and Kashmir","54","0","2","2",54
"1721","31-03-2020","Jharkhand","0","0","0","0",0
"1821","31-03-2020","Karnataka","83","0","5","3",83
"1921","31-03-2020","Kerala","234","0","19","1",234
"2021","31-03-2020","Lakshadweep","0","0","0","0",0
"2121","31-03-2020","Ladakh","13","0","3","0",13
"2221","31-03-2020","Madhya Pradesh","47","0","0","3",47
"2321","31-03-2020","Maharashtra","216","0","39","9",216
"2421","31-03-2020","Manipur","1","0","0","0",1
"2521","31-03-2020","Meghalaya","0","0","0","0",0
"2621","31-03-2020","Mizoram","1","0","0","0",1
"2721","31-03-2020","Nagaland","0","0","0","0",0
"2821","31-03-2020","Odisha","3","0","0","0",3
"2921","31-03-2020","Puducherry","1","0","0","0",1
"3021","31-03-2020","Punjab","41","0","1","3",41
"3125","31-03-2020","Rajasthan","74","0","3","0",74
"3222","31-03-2020","Sikkim","0","0","0","0",0
"3321","31-03-2020","Tamil Nadu","74","0","4","1",74
"3421","31-03-2020","Telengana","79","0","1","1",79
"3521","31-03-2020","Tripura","0","0","0","0",0
"3621","31-03-2020","Uttarakhand","7","0","2","0",7
"3721","31-03-2020","Uttar Pradesh","101","0","14","0",101
"3821","31-03-2020","West Bengal","26","0","0","2",26
"397","01-04-2020","Andhra Pradesh","83","0","0","0",83
"422","01-04-2020","Andaman and Nicobar Islands","10","0","1","0",10
"522","01-04-2020","Arunachal Pradesh","0","0","0","0",0
"622","01-04-2020","Assam","1","0","0","0",1
"722","01-04-2020","Bihar","23","0","0","1",23
"822","01-04-2020","Chandigarh","16","0","0","0",16
"922","01-04-2020","Chhattisgarh","9","0","2","0",9
"1022","01-04-2020","Dadra and Nagar Haveli","0","0","0","0",0
"1122","01-04-2020","Delhi","152","0","6","2",152
"1222","01-04-2020","Goa","5","0","0","0",5
"1322","01-04-2020","Gujarat","82","0","5","6",82
"1422","01-04-2020","Haryana","43","0","21","0",43
"1522","01-04-2020","Himachal Pradesh","3","0","0","1",3
"1622","01-04-2020","Jammu and Kashmir","62","0","2","2",62
"1722","01-04-2020","Jharkhand","1","0","0","0",1
"1822","01-04-2020","Karnataka","101","0","8","3",101
"1922","01-04-2020","Kerala","241","0","23","2",241
"2022","01-04-2020","Lakshadweep","0","0","0","0",0
"2122","01-04-2020","Ladakh","13","0","3","0",13
"2222","01-04-2020","Madhya Pradesh","66","0","0","3",66
"2322","01-04-2020","Maharashtra","302","0","39","9",302
"2422","01-04-2020","Manipur","1","0","0","0",1
"2522","01-04-2020","Meghalaya","0","0","0","0",0
"2622","01-04-2020","Mizoram","1","0","0","0",1
"2722","01-04-2020","Nagaland","0","0","0","0",0
"2822","01-04-2020","Odisha","4","0","0","0",4
"2922","01-04-2020","Puducherry","3","0","1","0",3
"3022","01-04-2020","Punjab","42","0","1","3",42
"3126","01-04-2020","Rajasthan","93","0","3","0",93
"3223","01-04-2020","Sikkim","0","0","0","0",0
"3322","01-04-2020","Tamil Nadu","234","0","6","1",234
"3422","01-04-2020","Telengana","96","0","1","3",96
"3522","01-04-2020","Tripura","0","0","0","0",0
"3622","01-04-2020","Uttarakhand","7","0","2","0",7
"3722","01-04-2020","Uttar Pradesh","103","0","14","2",103
"3822","01-04-2020","West Bengal","37","0","6","3",37
"398","02-04-2020","Andhra Pradesh","86","0","1","1",86
"423","02-04-2020","Andaman and Nicobar Islands","10","0","0","0",10
"523","02-04-2020","Arunachal Pradesh","0","0","0","0",0
"623","02-04-2020","Assam","5","0","0","0",5
"723","02-04-2020","Bihar","24","0","0","1",24
"823","02-04-2020","Chandigarh","16","0","0","0",16
"923","02-04-2020","Chhattisgarh","9","0","2","0",9
"1023","02-04-2020","Dadra and Nagar Haveli","0","0","0","0",0
"1123","02-04-2020","Delhi","219","0","8","4",219
"1223","02-04-2020","Goa","5","0","0","0",5
"1323","02-04-2020","Gujarat","87","0","8","7",87
"1423","02-04-2020","Haryana","43","0","21","0",43
"1523","02-04-2020","Himachal Pradesh","3","0","1","1",3
"1623","02-04-2020","Jammu and Kashmir","62","0","2","2",62
"1723","02-04-2020","Jharkhand","1","0","0","0",1
"1823","02-04-2020","Karnataka","110","0","9","3",110
"1923","02-04-2020","Kerala","265","0","25","2",265
"2023","02-04-2020","Lakshadweep","0","0","0","0",0
"2123","02-04-2020","Ladakh","13","0","3","0",13
"2223","02-04-2020","Madhya Pradesh","99","0","0","6",99
"2323","02-04-2020","Maharashtra","335","0","42","13",335
"2423","02-04-2020","Manipur","1","0","0","0",1
"2523","02-04-2020","Meghalaya","0","0","0","0",0
"2623","02-04-2020","Mizoram","1","0","0","0",1
"2723","02-04-2020","Nagaland","0","0","0","0",0
"2823","02-04-2020","Odisha","4","0","0","0",4
"2923","02-04-2020","Puducherry","3","0","1","0",3
"3023","02-04-2020","Punjab","46","0","1","4",46
"3127","02-04-2020","Rajasthan","108","0","3","0",108
"3224","02-04-2020","Sikkim","0","0","0","0",0
"3323","02-04-2020","Tamil Nadu","234","0","6","1",234
"3423","02-04-2020","Telengana","107","0","1","3",107
"3523","02-04-2020","Tripura","0","0","0","0",0
"3623","02-04-2020","Uttarakhand","7","0","2","0",7
